lag_frames,lag_s,msd_um2,displacement_count
1,0.3333333333,0.1812197184433068,9756
2,0.6666666666,0.2776319482278329,9411
3,0.9999999999,0.35578193007357806,9098
4,1.3333333332,0.4227653057273697,8810
5,1.6666666664999998,0.48776036253013955,8536
6,1.9999999998,0.540180597261605,8173
7,2.3333333330999997,0.5729826030930592,7551
8,2.6666666664,0.5803218648838709,7056
9,2.9999999997,0.5957912419615368,6676
10,3.3333333329999997,0.6128964852412843,6360
11,3.6666666663,0.6221360372554444,6021
12,3.9999999996,0.6154924644960692,5747
13,4.3333333329,0.6429496409166328,5515
14,4.666666666199999,0.6608296895235608,5355
15,4.9999999995,0.6051694075661965,5083
16,5.3333333328,0.5988850630419422,4951
17,5.666666666099999,0.581547023265732,4810
18,5.9999999994,0.571864677710036,4704
19,6.3333333327,0.577355882693408,4601
20,6.666666665999999,0.5475100628936499,4442
21,6.9999999993,0.5613172526387747,4384
22,7.3333333326,0.5857035073410284,4260
23,7.666666665899999,0.6016494917880452,4182
24,7.9999999992,0.6098607613304649,4055
25,8.333333332499999,0.6342717047738131,4026
26,8.6666666658,0.6106592197174052,3891
27,8.9999999991,0.6440523225053297,3810
28,9.333333332399999,0.6698284116652169,3784
29,9.6666666657,0.7034794762530291,3703
30,9.999999999,0.7313740858725177,3678
31,10.333333332299999,0.7585091042481781,3653
32,10.6666666656,0.7078016617696556,3564
33,10.9999999989,0.7326207149960812,3540
34,11.333333332199999,0.7572599613452896,3516
35,11.6666666655,0.7824264741528468,3492
36,11.9999999988,0.823070173601423,3394
37,12.333333332099999,0.8492699047563546,3372
38,12.6666666654,0.8773253491016958,3350
39,12.9999999987,0.8802543241276188,3300
40,13.333333331999999,0.9089857882304381,3279
41,13.6666666653,0.9566546903150019,3175
42,13.9999999986,0.9861593625337284,3155
43,14.333333331899999,1.0180409654571836,3135
44,14.6666666652,1.0491960813760104,3115
45,14.9999999985,0.9354630406731996,3008
46,15.333333331799999,0.9629212789120776,2989
47,15.6666666651,0.9894465336966829,2970
48,15.9999999984,1.0142776853203932,2951
49,16.3333333317,1.03808240401634,2932
50,16.666666664999997,1.0606817655372949,2913
51,16.999999998299998,1.0822073314478644,2894
52,17.3333333316,1.1049648089865187,2875
53,17.6666666649,1.1286805819900327,2856
54,17.9999999982,1.1537722297206905,2837
55,18.3333333315,1.2222635353016316,2707
56,18.666666664799997,1.2481428474618033,2689
57,18.999999998099998,1.2769911561538991,2671
58,19.3333333314,1.3085145824341893,2653
59,19.6666666647,1.339206315786874,2635
60,19.999999998,1.3686611152745194,2617
61,20.3333333313,1.3953190996769755,2599
62,20.666666664599997,1.4238434632596932,2581
63,20.999999997899998,1.45083958919596,2563
64,21.3333333312,1.4811587881648618,2545
65,21.6666666645,1.5107289852807129,2527
66,21.9999999978,1.542931159978308,2509
67,22.333333331099997,1.576416317432789,2491
