LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
ID222368,222368,2861,0.09627118706703186,172.0,0.0,0.0,814.0,814,14.0,1,,59.855403348554034,84.0,0.0,92.0,39325.0,37.63535051938045,0.1165953143421703,0.33214115284888146
ID222375,222375,2747,0.12378516793251038,3025.11582087612,109.81148981956355,0.0,814.0,814,14.0,1,,85.91780821917808,86.0,76.0,94.0,56448.0,3.5851067363085614,0.02005635439809018,0.9424079141713283
ID222374,222374,2865,0.08809196203947067,3001.3405763308815,75.25523617401657,0.0,814.0,814,14.0,1,,84.89041095890411,85.0,75.0,90.0,55773.0,2.4749074844254526,0.013983818420163153,0.9460724901733955
ID222373,222373,2833,0.08815985172986984,3001.3405763308815,75.25523617401657,0.0,814.0,814,14.0,1,,84.89041095890411,85.0,75.0,90.0,55773.0,2.4749074844254526,0.013983818420163153,0.9460724901733955
ID222372,222372,2877,0.08266641199588776,2305.4982247113485,55.24552626714201,0.0,814.0,814,14.0,1,,87.25114155251141,87.0,75.0,92.0,57324.0,1.780467208756395,0.013961031936301936,1.3494704830549484
ID222379,222379,2767,0.10348610579967499,2481.2659416817014,480.9087212505529,0.0,814.0,814,14.0,1,,87.86453576864535,88.0,80.0,97.0,57727.0,3.678576674022263,0.014073277307551927,0.6629636375371376
ID222378,222378,,0.0858810767531395,909.8597910654744,135.61118378612042,0.0,814.0,814,14.0,1,,87.72146118721462,88.0,80.0,92.0,57633.0,1.9576411410896974,0.013044462770656674,1.1539857871685846
ID222377,222377,2864,0.08585835248231888,909.8597910654744,135.61118378612042,0.0,814.0,814,14.0,1,,87.72146118721462,88.0,80.0,92.0,57633.0,1.9576411410896974,0.013044462770656674,1.1539857871685846
ID222376,222376,2580,0.1560351550579071,2751.3620780174,134.07976896422883,0.0,814.0,814,14.0,1,,87.662100456621,87.0,77.0,103.0,57594.0,5.350943941881783,0.02423651944189574,0.7753208480271141
ID222383,222383,2858,0.09985920786857605,1142.6285641872355,502.20825047813463,0.0,814.0,814,14.0,1,,89.48706240487063,90.0,69.0,95.0,58793.0,3.4211813389122816,0.01643433380769228,0.8458374897831329
